text,language,category,text_clean,char_len,category_merged
"‘পরিষ্কার পেনাল্টি থেকে বঞ্চিত ইস্টবেঙ্গল’, ডার্বি হেরে রেফারির উপর খাপ্পা লাল-হলুদ কোচ",bengali,sports,"‘পরিষ্কার পেনাল্টি থেকে বঞ্চিত ইস্টবেঙ্গল’, ডার্বি হেরে রেফারির উপর খাপ্পা লাল-হলুদ কোচ",87,sports
"প্রত্যাবর্তন করেই বাজিমাত, কপিল, ডিভিলিয়ার্সকে পিছনে ফেলে নজির স্টোকসের",bengali,sports,"প্রত্যাবর্তন করেই বাজিমাত, কপিল, ডিভিলিয়ার্সকে পিছনে ফেলে নজির স্টোকসের",72,sports
"ক্রিকেটারদের জার্সিতে  লাল রং, দর্শকদের লাল  টুপি, বৃহস্পতিবার অ্যাশেজে  কেন রংবদল লর্ডসে?",bengali,sports,"ক্রিকেটারদের জার্সিতে লাল রং, দর্শকদের লাল টুপি, বৃহস্পতিবার অ্যাশেজে কেন রংবদল লর্ডসে?",87,sports
"লাহোরে মাহি-মুশারফ কথা হয়েছিল, ধোনির লম্বা চুল দেখে অনেক কথাই বলেছিলেন পারভেজ",bengali,sports,"লাহোরে মাহি-মুশারফ কথা হয়েছিল, ধোনির লম্বা চুল দেখে অনেক কথাই বলেছিলেন পারভেজ",78,sports
আইপিএল নিলামে কে কত মূল্যে বিক্রি হলেন,bengali,sports,আইপিএল নিলামে কে কত মূল্যে বিক্রি হলেন,38,sports
অস্ট্রেলিয়ার কিংবদন্তী ক্রিকেটার শেন ওয়ার্ন আর নেই,bengali,sports,অস্ট্রেলিয়ার কিংবদন্তী ক্রিকেটার শেন ওয়ার্ন আর নেই,52,sports
ত্রিদেশীয় সিরিজে চ্যাম্পিয়ন বাংলাদেশের যুবারা,bengali,sports,ত্রিদেশীয় সিরিজে চ্যাম্পিয়ন বাংলাদেশের যুবারা,47,sports
হারের মাঝেও ‘সুখ’ খুঁজেছেন সাকিব,bengali,sports,হারের মাঝেও ‘সুখ’ খুঁজেছেন সাকিব,32,sports
এশিয়ান গেমসে সুনীলেরা আদৌ জিততে পারবেন? কোচ স্তিমাচের ফের তোপ কর্তাদের দিকে,bengali,sports,এশিয়ান গেমসে সুনীলেরা আদৌ জিততে পারবেন? কোচ স্তিমাচের ফের তোপ কর্তাদের দিকে,76,sports
চতুর্থ দিনের খেলা শুরু,bengali,sports,চতুর্থ দিনের খেলা শুরু,22,sports
"স্টার্টআপ সংস্থায় বিনিয়োগ, সৌরভ-আলিয়াদের সতর্ক হতে বললেন কোহলি, নিজেও সাবধানী বিরাট",bengali,sports,"স্টার্টআপ সংস্থায় বিনিয়োগ, সৌরভ-আলিয়াদের সতর্ক হতে বললেন কোহলি, নিজেও সাবধানী বিরাট",86,sports
ধোনিভক্তদের রক্ষা করলেন ‘কোহলি’! আমদাবাদে আইপিএল ফাইনালে বিরাটের নামে জয়ধ্বনি,bengali,sports,ধোনিভক্তদের রক্ষা করলেন ‘কোহলি’! আমদাবাদে আইপিএল ফাইনালে বিরাটের নামে জয়ধ্বনি,78,sports
"সুপ্রভাত, আজ: কী হচ্ছে, কী হবে, নজরে ১১",bengali,sports,"সুপ্রভাত, আজ: কী হচ্ছে, কী হবে, নজরে ১১",39,sports
"পরের বছর আইপিএল এগিয়ে আসতে পারে অনেকটাই, জোরালো হচ্ছে সম্ভাবনা, কেন?",bengali,sports,"পরের বছর আইপিএল এগিয়ে আসতে পারে অনেকটাই, জোরালো হচ্ছে সম্ভাবনা, কেন?",69,sports
আর্জেন্টিনার বিশ্বকাপজয়ী ফুটবলারের বিরুদ্ধে ধর্ষণের অভিযোগ! তদন্ত শুরু পুলিশের,bengali,sports,আর্জেন্টিনার বিশ্বকাপজয়ী ফুটবলারের বিরুদ্ধে ধর্ষণের অভিযোগ! তদন্ত শুরু পুলিশের,79,sports
জাতীয় দল থেকে ছাঁটাই ক্রিকেটারই হার্দিককে বাঁচিয়েছেন! কাকে ধন্যবাদ দিচ্ছেন পাণ্ড্য?,bengali,sports,জাতীয় দল থেকে ছাঁটাই ক্রিকেটারই হার্দিককে বাঁচিয়েছেন! কাকে ধন্যবাদ দিচ্ছেন পাণ্ড্য?,85,sports
"পুত্রসন্তানের বাবা হলেন যশপ্রীত বুমরা, কী নাম রাখলেন ছেলের?",bengali,sports,"পুত্রসন্তানের বাবা হলেন যশপ্রীত বুমরা, কী নাম রাখলেন ছেলের?",59,sports
"ডাহা ফেল, পড়া না করেই ‘পরীক্ষায়’ বসার মাসুল হার্দিকদের, সিরিজ় হার ওয়েস্ট ইন্ডিজ়ের কাছেও",bengali,sports,"ডাহা ফেল, পড়া না করেই ‘পরীক্ষায়’ বসার মাসুল হার্দিকদের, সিরিজ় হার ওয়েস্ট ইন্ডিজ়ের কাছেও",92,sports
বাংলাদেশ-আফগানিস্তান প্রথম টি-টোয়েন্টি আজ,bengali,sports,বাংলাদেশ-আফগানিস্তান প্রথম টি-টোয়েন্টি আজ,42,sports
লখনউ ম্যাচের ২ ঘণ্টা ৩৭ মিনিট আগে ইমপ্যাক্ট প্লেয়ারের নাম জানিয়ে দিল দিল্লি!,bengali,sports,লখনউ ম্যাচের ২ ঘণ্টা ৩৭ মিনিট আগে ইমপ্যাক্ট প্লেয়ারের নাম জানিয়ে দিল দিল্লি!,78,sports
"বিয়ের ১৪ বছর, বিচ্ছেদের জল্পনার মাঝে বিবাহবার্ষিকীতে কী করলেন সানিয়া-শোয়েব",bengali,sports,"বিয়ের ১৪ বছর, বিচ্ছেদের জল্পনার মাঝে বিবাহবার্ষিকীতে কী করলেন সানিয়া-শোয়েব",77,sports
"বাবার ফোন, কথা বললেন না বাবর! কেন এরকম আচরণ পাকিস্তান অধিনায়কের?",bengali,sports,"বাবার ফোন, কথা বললেন না বাবর! কেন এরকম আচরণ পাকিস্তান অধিনায়কের?",65,sports
জিম্বাবুয়েকে হোয়াইটওয়াশ করল বাংলাদেশের মেয়েরা,bengali,sports,জিম্বাবুয়েকে হোয়াইটওয়াশ করল বাংলাদেশের মেয়েরা,49,sports
"আইপিএলে নতুন নিয়ম আসতেই তালগোল পাকিয়ে গেল হার্দিকের, বলতে পারলেন না প্রথম একাদশও!",bengali,sports,"আইপিএলে নতুন নিয়ম আসতেই তালগোল পাকিয়ে গেল হার্দিকের, বলতে পারলেন না প্রথম একাদশও!",83,sports
"খেলতে পারেননি শেষ ভারত-অস্ট্রেলিয়া সিরিজ়, মাঠে নামার জন্য তর সইছে না কোহলির",bengali,sports,"খেলতে পারেননি শেষ ভারত-অস্ট্রেলিয়া সিরিজ়, মাঠে নামার জন্য তর সইছে না কোহলির",77,sports
বিশ্বকাপ ক্রিকেটে ভারতে  খেলতে আসবেন বাবরেরা?  নিজেদের সিদ্ধান্ত জানিয়ে  দিল পাকিস্তান সরকার,bengali,sports,বিশ্বকাপ ক্রিকেটে ভারতে খেলতে আসবেন বাবরেরা? নিজেদের সিদ্ধান্ত জানিয়ে দিল পাকিস্তান সরকার,90,sports
শর্ত পূরণে ব্যর্থ হওয়ায় পিপলস ব্যাংকের আবেদন বা‌তিল,bengali,sports,শর্ত পূরণে ব্যর্থ হওয়ায় পিপলস ব্যাংকের আবেদন বাতিল,52,sports
"এশিয়া কাপের আগেই  এক দিনের ক্রিকেটে  বিশ্বের এক নম্বর দল হতে পারে পাকিস্তান, কী ভাবে?",bengali,sports,"এশিয়া কাপের আগেই এক দিনের ক্রিকেটে বিশ্বের এক নম্বর দল হতে পারে পাকিস্তান, কী ভাবে?",84,sports
"হঠাৎ বাংলাদেশ থেকে আইপিএলের কড়া সমালোচনা, বড় অভিযোগ মাশরাফির",bengali,sports,"হঠাৎ বাংলাদেশ থেকে আইপিএলের কড়া সমালোচনা, বড় অভিযোগ মাশরাফির",62,sports
অস্ট্রেলিয়ার বিরুদ্ধে বিশ্বকাপের প্রথম ম্যাচে কী ভাবে জিতল ভারত?,bengali,sports,অস্ট্রেলিয়ার বিরুদ্ধে বিশ্বকাপের প্রথম ম্যাচে কী ভাবে জিতল ভারত?,65,sports
বঙ্গবন্ধু শেখ মুজিব ম্যারাথন-২০২১ শুরু,bengali,sports,বঙ্গবন্ধু শেখ মুজিব ম্যারাথন-২০২১ শুরু,38,sports
নাসুমে দিশেহারা নিউজিল্যান্ড,bengali,sports,নাসুমে দিশেহারা নিউজিল্যান্ড,28,sports
চতুর্থ দিন শেষে সুবিধাজনক অবস্থানে বাংলাদেশ,bengali,sports,চতুর্থ দিন শেষে সুবিধাজনক অবস্থানে বাংলাদেশ,43,sports
"বিশ্বকাপে গ্রুপের ৪৫টি ম্যাচের মধ্যে ৬টি দিনে, বাকি সব দিন-রাতের, কোন খেলা কখন",bengali,sports,"বিশ্বকাপে গ্রুপের ৪৫টি ম্যাচের মধ্যে ৬টি দিনে, বাকি সব দিন-রাতের, কোন খেলা কখন",78,sports
স্থানীয় লিগের ভবিষ্যৎ নিয়ে বাড়ছে শঙ্কা,bengali,sports,স্থানীয় লিগের ভবিষ্যৎ নিয়ে বাড়ছে শঙ্কা,41,sports
"করুণারত্নের সেঞ্চুরির পর ধনঞ্জয়ার ফিফটি, ৩০০ পার শ্রীলঙ্কার",bengali,sports,"করুণারত্নের সেঞ্চুরির পর ধনঞ্জয়ার ফিফটি, ৩০০ পার শ্রীলঙ্কার",60,sports
সুবিধাজনক অবস্থানে বাংলাদেশ,bengali,sports,সুবিধাজনক অবস্থানে বাংলাদেশ,27,sports
"বার বার শুরুতে কলকাতার বিপর্যয়, ম্যাচের পর ম্যাচ কী ভাবে কেকেআরকে বাঁচাচ্ছেন রিঙ্কু?",bengali,sports,"বার বার শুরুতে কলকাতার বিপর্যয়, ম্যাচের পর ম্যাচ কী ভাবে কেকেআরকে বাঁচাচ্ছেন রিঙ্কু?",85,sports
"পরামর্শ নিলেও আদর্শ নন ধোনি-কোহলিরা, রিঙ্কুর প্রিয় ক্রিকেটার কে?",bengali,sports,"পরামর্শ নিলেও আদর্শ নন ধোনি-কোহলিরা, রিঙ্কুর প্রিয় ক্রিকেটার কে?",65,sports
"মাঠেই সৌরভকে ‘রক্তচক্ষু’ কোহলির! বিরাটের সঙ্গে হাত মেলালেন না দাদাও, তিক্ততা এখনও চলছে?",bengali,sports,"মাঠেই সৌরভকে ‘রক্তচক্ষু’ কোহলির! বিরাটের সঙ্গে হাত মেলালেন না দাদাও, তিক্ততা এখনও চলছে?",87,sports
ভয় কাটিয়ে নামিবিয়ার বিপক্ষে সহজ জয় শ্রীলঙ্কার,bengali,sports,ভয় কাটিয়ে নামিবিয়ার বিপক্ষে সহজ জয় শ্রীলঙ্কার,49,sports
কোস্টারিকার জালে স্পেনের ৭ গোল,bengali,sports,কোস্টারিকার জালে স্পেনের ৭ গোল,30,sports
"কেকেআরের ‘অপছন্দের’ ইডেনই আইপিএলে সেরা, পিচ কিউরেটর সুজনের শুভেচ্ছা মাঠকর্মীদের",bengali,sports,"কেকেআরের ‘অপছন্দের’ ইডেনই আইপিএলে সেরা, পিচ কিউরেটর সুজনের শুভেচ্ছা মাঠকর্মীদের",79,sports
ফ্রান্সের কাছে জার্মানির হার,bengali,sports,ফ্রান্সের কাছে জার্মানির হার,28,sports
বিশ্বকাপের ফাইনালে অপরাজিত অস্ট্রেলিয়া,bengali,sports,বিশ্বকাপের ফাইনালে অপরাজিত অস্ট্রেলিয়া,39,sports
আইপিএল থেকে ছিটকে গিয়েও পরম তৃপ্ত রোহিত! ভারত অধিনায়কের মুখে এখন চওড়া হাসি,bengali,sports,আইপিএল থেকে ছিটকে গিয়েও পরম তৃপ্ত রোহিত! ভারত অধিনায়কের মুখে এখন চওড়া হাসি,77,sports
দলীপের ফাইনালে পুজারা বনাম মায়াঙ্ক,bengali,sports,দলীপের ফাইনালে পুজারা বনাম মায়াঙ্ক,35,sports
"শেষে কলকাতায় ‘মোকা’ এল যশস্বীর ব্যাটে! ৪৭ বলে ৯৮, নাইট রাইডার্সকে গুঁড়িয়ে দিয়ে গেল রাজস্থান",bengali,sports,"শেষে কলকাতায় ‘মোকা’ এল যশস্বীর ব্যাটে! ৪৭ বলে ৯৮, নাইট রাইডার্সকে গুঁড়িয়ে দিয়ে গেল রাজস্থান",95,sports
"পিচ বিতর্কে কড়া অবস্থান সিএবি-র, স্থানীয় লিগে সৌরভ, অরিন্দমের শতরান",bengali,sports,"পিচ বিতর্কে কড়া অবস্থান সিএবি-র, স্থানীয় লিগে সৌরভ, অরিন্দমের শতরান",69,sports
"তৃতীয় দিনেও বৃষ্টির কবলে ঢাকা টেস্ট, হোটেলেই দুই দল",bengali,sports,"তৃতীয় দিনেও বৃষ্টির কবলে ঢাকা টেস্ট, হোটেলেই দুই দল",52,sports
"শাহবাজ়ের লড়াকু ব্যাটিং! বাংলার প্রথম ইনিংস শেষ, এখনও শেষ চার নিশ্চিত নয় মনোজদের",bengali,sports,"শাহবাজ়ের লড়াকু ব্যাটিং! বাংলার প্রথম ইনিংস শেষ, এখনও শেষ চার নিশ্চিত নয় মনোজদের",82,sports
উইন্ডিজকে ২৯৮ রানের টার্গেট দিল বাংলাদেশ,bengali,sports,উইন্ডিজকে ২৯৮ রানের টার্গেট দিল বাংলাদেশ,40,sports
"হঠাৎ অধিনায়ক কোহলি, অক্ষরকে বুঝিয়ে দিলেন বলের লাইন, দাঁড়িয়ে দেখলেন রোহিত",bengali,sports,"হঠাৎ অধিনায়ক কোহলি, অক্ষরকে বুঝিয়ে দিলেন বলের লাইন, দাঁড়িয়ে দেখলেন রোহিত",76,sports
মাঝেমাঝে কোচ না থাকাই  ভাল! বাংলাদেশের বিরুদ্ধে  নামার আগে বললেন স্মৃতি,bengali,sports,মাঝেমাঝে কোচ না থাকাই ভাল! বাংলাদেশের বিরুদ্ধে নামার আগে বললেন স্মৃতি,69,sports
সৌদি আরব যাওয়ায় লিওনেল মেসিকে সাময়িক বরখাস্ত করেছে পিএসজি,bengali,sports,সৌদি আরব যাওয়ায় লিওনেল মেসিকে সাময়িক বরখাস্ত করেছে পিএসজি,60,sports
"রিঙ্কুকে নিয়ে ভবিষ্যদ্বাণী, কী বললেন বিশ্বজয়ী তারকা?",bengali,sports,"রিঙ্কুকে নিয়ে ভবিষ্যদ্বাণী, কী বললেন বিশ্বজয়ী তারকা?",54,sports
"আবার বিতর্কে শাকিব, ভিড়ে মেজাজ হারিয়ে ধাক্কাধাক্কি, ভক্তকে মার বাংলাদেশ অধিনায়কের",bengali,sports,"আবার বিতর্কে শাকিব, ভিড়ে মেজাজ হারিয়ে ধাক্কাধাক্কি, ভক্তকে মার বাংলাদেশ অধিনায়কের",84,sports
"জমজমাট সেমিফাইনাল আজ, মুখোমুখি পাকিস্তান-নিউজিল্যান্ড",bengali,sports,"জমজমাট সেমিফাইনাল আজ, মুখোমুখি পাকিস্তান-নিউজিল্যান্ড",53,sports
"বৃষ্টিতে ভেস্তে গেল ভারত-পাকিস্তান ম্যাচ, সেমিফাইনালে উঠলেন তিতাসরা",bengali,sports,"বৃষ্টিতে ভেস্তে গেল ভারত-পাকিস্তান ম্যাচ, সেমিফাইনালে উঠলেন তিতাসরা",67,sports
শ্রদ্ধা কপূরের জন্য রবিবার ভেস্তে গেল আইপিএল ফাইনাল! কেন উঠছে অভিনেত্রীর নাম?,bengali,sports,শ্রদ্ধা কপূরের জন্য রবিবার ভেস্তে গেল আইপিএল ফাইনাল! কেন উঠছে অভিনেত্রীর নাম?,77,sports
টাইগারদের নববর্ষের শুভেচ্ছা,bengali,sports,টাইগারদের নববর্ষের শুভেচ্ছা,27,sports
"মেসি নায়ক, এমবাপে খলনায়ক! প্রথম জনের গোল, দ্বিতীয় জনের জোড়া পেনাল্টি নষ্ট",bengali,sports,"মেসি নায়ক, এমবাপে খলনায়ক! প্রথম জনের গোল, দ্বিতীয় জনের জোড়া পেনাল্টি নষ্ট",77,sports
"কেকেআরের ১৫ বছরের খরা শেষ! এল দ্বিতীয় শতরান, কার নজির ছুঁলেন বেঙ্কটেশ আয়ার?",bengali,sports,"কেকেআরের ১৫ বছরের খরা শেষ! এল দ্বিতীয় শতরান, কার নজির ছুঁলেন বেঙ্কটেশ আয়ার?",77,sports
ওয়েস্ট ইন্ডিজ়ের বিরুদ্ধে সমতা ফিরিয়ে প্রথম দুই ম্যাচের হারকে ধন্যবাদ দিচ্ছেন হার্দিক,bengali,sports,ওয়েস্ট ইন্ডিজ়ের বিরুদ্ধে সমতা ফিরিয়ে প্রথম দুই ম্যাচের হারকে ধন্যবাদ দিচ্ছেন হার্দিক,87,sports
"সৌদিতে রোনাল্ডোর সতীর্থ বিশ্বকাপে মেসিদের বিরুদ্ধে খেলা ফুটবলার, পাশে আর কারা?",bengali,sports,"সৌদিতে রোনাল্ডোর সতীর্থ বিশ্বকাপে মেসিদের বিরুদ্ধে খেলা ফুটবলার, পাশে আর কারা?",78,sports
শান্ত: নেটিজেনদের বিদ্রূপের শিকার হয়েও ম্যাচ উইনার হয়ে ওঠার গল্প,bengali,sports,শান্ত: নেটিজেনদের বিদ্রূপের শিকার হয়েও ম্যাচ উইনার হয়ে ওঠার গল্প,66,sports
"হচ্ছে না ভারত-পাকিস্তান, বাবরদের হারিয়ে রবিবার এশিয়া কাপের ফাইনালে রোহিতদের সামনে শ্রীলঙ্কা",bengali,sports,"হচ্ছে না ভারত-পাকিস্তান, বাবরদের হারিয়ে রবিবার এশিয়া কাপের ফাইনালে রোহিতদের সামনে শ্রীলঙ্কা",93,sports
দেশের পথে ৭ ক্রিকেটার,bengali,sports,দেশের পথে ৭ ক্রিকেটার,21,sports
"ভারতের বিরুদ্ধে দ্বিতীয় টেস্টে ক্যারিবিয়ান দলে পরিবর্তন, বাড়ল স্পিন শক্তি",bengali,sports,"ভারতের বিরুদ্ধে দ্বিতীয় টেস্টে ক্যারিবিয়ান দলে পরিবর্তন, বাড়ল স্পিন শক্তি",76,sports
ইংল্যান্ডের সঙ্গে টাইগারদের বড় ব্যবধানে হার,bengali,sports,ইংল্যান্ডের সঙ্গে টাইগারদের বড় ব্যবধানে হার,44,sports
লঙ্কানদের বিপক্ষে হারলেই বাদ ভারত!,bengali,sports,লঙ্কানদের বিপক্ষে হারলেই বাদ ভারত!,34,sports
চীনের ঝুলিতে ১৯ স্বর্ণপদক,bengali,sports,চীনের ঝুলিতে ১৯ স্বর্ণপদক,25,sports
"ভারতীয় দলে ডাক পেলেন রিঙ্কু, বিশ্বকাপের দলে কি থাকবেন না যশস্বী? মেয়েদের দলে বাংলার তিতাস",bengali,sports,"ভারতীয় দলে ডাক পেলেন রিঙ্কু, বিশ্বকাপের দলে কি থাকবেন না যশস্বী? মেয়েদের দলে বাংলার তিতাস",91,sports
"বিশ্বকাপের আগে সমস্যায় পাক বোর্ড, নতুন চুক্তিতে সই করতে নারাজ বাবরেরা, কেন?",bengali,sports,"বিশ্বকাপের আগে সমস্যায় পাক বোর্ড, নতুন চুক্তিতে সই করতে নারাজ বাবরেরা, কেন?",76,sports
"ভারতের শক্তিমত্তা গোটা স্কোয়াড, কিন্তু দলটা 'ভয় পায়' কেন?",bengali,sports,"ভারতের শক্তিমত্তা গোটা স্কোয়াড, কিন্তু দলটা 'ভয় পায়' কেন?",60,sports
সাকিবের হাত ধরেই জিতলো বাংলাদেশ,bengali,sports,সাকিবের হাত ধরেই জিতলো বাংলাদেশ,31,sports
"মুম্বইয়ের বিরুদ্ধে হারের ধাক্কা, তার পরেই খারাপ খবর পেলেন কেকেআর অধিনায়ক! কী হল?",bengali,sports,"মুম্বইয়ের বিরুদ্ধে হারের ধাক্কা, তার পরেই খারাপ খবর পেলেন কেকেআর অধিনায়ক! কী হল?",82,sports
মেসিকে অভ্যর্থনা জানাল পিএসজি,bengali,sports,মেসিকে অভ্যর্থনা জানাল পিএসজি,29,sports
"ব্র্যাডম্যানের পরেই রোহিত, শতরান করে আরও এক কীর্তি ভারত অধিনায়কের",bengali,sports,"ব্র্যাডম্যানের পরেই রোহিত, শতরান করে আরও এক কীর্তি ভারত অধিনায়কের",66,sports
নাঈম হাসানের ছয় উইকেটে ৩৯৭ রানে অলআউট শ্রীলঙ্কা,bengali,sports,নাঈম হাসানের ছয় উইকেটে ৩৯৭ রানে অলআউট শ্রীলঙ্কা,48,sports
বিশ্বকাপে একমাত্র মেসির দখলেই দুটি গোল্ডেন বল,bengali,sports,বিশ্বকাপে একমাত্র মেসির দখলেই দুটি গোল্ডেন বল,45,sports
বিশ্বকাপ ক্রিকেট দলে না থাকার কারণ জানালেন তামিম ইকবাল,bengali,sports,বিশ্বকাপ ক্রিকেট দলে না থাকার কারণ জানালেন তামিম ইকবাল,54,sports
"নেহরার স্কুটিতে মোহিত, রশিদ, ফাইনালের আগে মজায় মাতলেন গুজরাতের কোচ",bengali,sports,"নেহরার স্কুটিতে মোহিত, রশিদ, ফাইনালের আগে মজায় মাতলেন গুজরাতের কোচ",67,sports
সৌরভের ‘দাদাগিরি’ থেকে বন্ডের বাজিমাত! বার বার প্রতিপক্ষের মুখের গ্রাস কেড়েছে কেকেআর,bengali,sports,সৌরভের ‘দাদাগিরি’ থেকে বন্ডের বাজিমাত! বার বার প্রতিপক্ষের মুখের গ্রাস কেড়েছে কেকেআর,85,sports
"সুর নরম ইস্টবেঙ্গলের, ডুরান্ড ডার্বির টিকিট নিল লাল-হলুদ, বয়কট ভিআইপি টিকিট",bengali,sports,"সুর নরম ইস্টবেঙ্গলের, ডুরান্ড ডার্বির টিকিট নিল লাল-হলুদ, বয়কট ভিআইপি টিকিট",76,sports
"ভারতীয় দলে সুযোগ না পেয়ে নির্বাচকদের বিশেষ বার্তা রিঙ্কুর, কী বললেন নাইট ক্রিকেটার?",bengali,sports,"ভারতীয় দলে সুযোগ না পেয়ে নির্বাচকদের বিশেষ বার্তা রিঙ্কুর, কী বললেন নাইট ক্রিকেটার?",85,sports
বিশ্বকাপের ম্যাচে কাউকেই মাঠে না আসার অনুরোধ বিরুষ্কার! কেন?,bengali,sports,বিশ্বকাপের ম্যাচে কাউকেই মাঠে না আসার অনুরোধ বিরুষ্কার! কেন?,60,sports
"আইপিএল থেকে বিদায় পঞ্জাবের, প্লে-অফের দৌড়ে টিকে থাকলেও আশা ক্ষীণ রাজস্থানের",bengali,sports,"আইপিএল থেকে বিদায় পঞ্জাবের, প্লে-অফের দৌড়ে টিকে থাকলেও আশা ক্ষীণ রাজস্থানের",77,sports
"ভারতের জন্যই বিশ্বকাপে বাড়তি সুবিধা পাবে দক্ষিণ আফ্রিকা, অসুবিধাও হবে! বলছেন বোলার",bengali,sports,"ভারতের জন্যই বিশ্বকাপে বাড়তি সুবিধা পাবে দক্ষিণ আফ্রিকা, অসুবিধাও হবে! বলছেন বোলার",83,sports
"আইপিএলে প্রথম ম্যাচেই কঠিন লড়াই হার্দিকদের, গত বারের চ্যাম্পিয়নদের সূচি প্রকাশ্যে",bengali,sports,"আইপিএলে প্রথম ম্যাচেই কঠিন লড়াই হার্দিকদের, গত বারের চ্যাম্পিয়নদের সূচি প্রকাশ্যে",83,sports
অক্সিজেনের জন্য কোটি টাকা অনুদান শচীনের,bengali,sports,অক্সিজেনের জন্য কোটি টাকা অনুদান শচীনের,39,sports
"ইস্টবেঙ্গলে সই তিন দেশি  ফুটবলারের, সাত বছর পর  লাল-হলুদে ফিরলেন খাবরা",bengali,sports,"ইস্টবেঙ্গলে সই তিন দেশি ফুটবলারের, সাত বছর পর লাল-হলুদে ফিরলেন খাবরা",68,sports
‘চ্যাম্পিয়ন’ হয়েই নকআউটে মেসির আর্জেন্টিনা,bengali,sports,‘চ্যাম্পিয়ন’ হয়েই নকআউটে মেসির আর্জেন্টিনা,44,sports
ওয়েস্ট ইন্ডিজ়ের বিরুদ্ধে ম্যাচের সেরা হয়ে যশস্বীর মুখে সেই আইপিএল,bengali,sports,ওয়েস্ট ইন্ডিজ়ের বিরুদ্ধে ম্যাচের সেরা হয়ে যশস্বীর মুখে সেই আইপিএল,68,sports
"১৪ বছরের সম্পর্কে ইতি, রিয়াল মাদ্রিদ ছাড়ছেন রোনাল্ডোর প্রাক্তন সতীর্থ",bengali,sports,"১৪ বছরের সম্পর্কে ইতি, রিয়াল মাদ্রিদ ছাড়ছেন রোনাল্ডোর প্রাক্তন সতীর্থ",71,sports
"বিশ্বকাপের আগে ধাক্কা বাবরদের! পাক বোর্ডের আবেদন খারিজ করল ভারতীয় বোর্ড, আইসিসি",bengali,sports,"বিশ্বকাপের আগে ধাক্কা বাবরদের! পাক বোর্ডের আবেদন খারিজ করল ভারতীয় বোর্ড, আইসিসি",80,sports
মির্জা ফখরুল-আব্বাসের জামিন আবেদন,bengali,sports,মির্জা ফখরুল-আব্বাসের জামিন আবেদন,33,sports
ভুটানকে গোলবন্যায় ভাসাল বাংলাদেশের মেয়েরা,bengali,sports,ভুটানকে গোলবন্যায় ভাসাল বাংলাদেশের মেয়েরা,43,sports
"এক দিনের জন্য অন্য কেউ হতে চান, কার জীবন চাইছেন পাক ক্রিকেটার শাহিন আফ্রিদি?",bengali,sports,"এক দিনের জন্য অন্য কেউ হতে চান, কার জীবন চাইছেন পাক ক্রিকেটার শাহিন আফ্রিদি?",76,sports
খেলার আগেই আবার বিতর্কে পিচ! টসে হেরেই অস্ট্রেলিয়ার সুরে প্রশ্ন তুললেন রোহিত,bengali,sports,খেলার আগেই আবার বিতর্কে পিচ! টসে হেরেই অস্ট্রেলিয়ার সুরে প্রশ্ন তুললেন রোহিত,77,sports
জিম্বাবুয়ে সফরে টাইগার স্কোয়াড ঘোষণা,bengali,sports,জিম্বাবুয়ে সফরে টাইগার স্কোয়াড ঘোষণা,38,sports
"ফাইনালে পরাজয়ের পর উত্তাল ফ্রান্স, পুলিশের লাঠিচার্জ",bengali,sports,"ফাইনালে পরাজয়ের পর উত্তাল ফ্রান্স, পুলিশের লাঠিচার্জ",53,sports
"বিরাট জামাই, শাহরুখ শ্বশুর! বিশ্বকাপের আগে কোহলিকে নিজের ‘দামাদ’ করলেন বাদশা!",bengali,sports,"বিরাট জামাই, শাহরুখ শ্বশুর! বিশ্বকাপের আগে কোহলিকে নিজের ‘দামাদ’ করলেন বাদশা!",77,sports
"তাড়াহুড়ো করে লাভ নেই, কোন ক্রিকেটারকে নিয়ে নির্বাচকদের সতর্ক থাকার পরামর্শ শাস্ত্রীর",bengali,sports,"তাড়াহুড়ো করে লাভ নেই, কোন ক্রিকেটারকে নিয়ে নির্বাচকদের সতর্ক থাকার পরামর্শ শাস্ত্রীর",87,sports
ইডেন আর ঘরের মাঠ নয় নাইটদের! শুক্রবার মাঠে নামার আগে আক্ষেপ কেকেআর পেসারের,bengali,sports,ইডেন আর ঘরের মাঠ নয় নাইটদের! শুক্রবার মাঠে নামার আগে আক্ষেপ কেকেআর পেসারের,75,sports
অস্ট্রেলিয়ার বিরুদ্ধে প্রথম এক দিনের ম্যাচ থেকে সরে দাঁড়ালেন রোহিত! নেতৃত্বে কে?,bengali,sports,অস্ট্রেলিয়ার বিরুদ্ধে প্রথম এক দিনের ম্যাচ থেকে সরে দাঁড়ালেন রোহিত! নেতৃত্বে কে?,82,sports
"প্লে-অফের রাস্তা কঠিন, রিঙ্কু, নীতীশরা নতুন জুতোর খোঁজে শহরের এক দোকানে",bengali,sports,"প্লে-অফের রাস্তা কঠিন, রিঙ্কু, নীতীশরা নতুন জুতোর খোঁজে শহরের এক দোকানে",71,sports
"বিশ্বকাপে চুমু-বিতর্কের জের, প্রধান কোচ বাদে ইস্তফা স্পেনের গোটা কোচিং দলের",bengali,sports,"বিশ্বকাপে চুমু-বিতর্কের জের, প্রধান কোচ বাদে ইস্তফা স্পেনের গোটা কোচিং দলের",75,sports
